DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
CL;010162;EMEF;LORENCO MANOEL SPARAPAN, PROF.;CAMPO LIMPO;M'BOI MIRIM;;RUA HOLDA BOTTO MALANCONI;431   ;JARDIM DUPRAT;05853310;55120884;55139183;55139183;Ativa;46;JARDIM SAO LUIS;4603;35068834;35068834;161072218000000;01-fev-91;29.506;01-fev-91;25-fev-91;07-nov-92;CAMPO LIMPO III;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;-23657215;-46753477;DIR;28-dez-17
PJ;010171;EMEF;ALDO RIBEIRO LUZ, PROF.;PIRITUBA;PIRITUBA;;RUA JEAN CORALLI;135   ;JARDIM SANTA LUCRECIA;05183000;39412335;39415008;39415008;Ativa;42;JARAGUA;4204;35068627;35068627;161071101000000;01-fev-91;29.506;01-fev-91;18-fev-91;07-nov-92;JARAGUA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23451604;-46752730;DIR;28-dez-17
MP;010405;EMEF;NILDO DO AMARAL JUNIOR, PE.;SAO MIGUEL;ITAIM PAULISTA;;RUA ANTONIO JOAO DE MEDEIROS;1901  ;JARDIM CAMARGO VELHO;08140060;25674538;29638497;;Ativa;36;ITAIM PAULISTA;3608;35068688;35068688;161077170000000;22-fev-91;29.533;22-fev-91;18-mar-91;13-mar-01;CONJ. HABITACIONAL ITAIM;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MTN;MIVN;-23515209;-46393933;DIR;28-dez-17
G;010413;EMEF;QUIRINO CARNEIRO RENNO, PROF.;GUAIANASES;GUAIANASES;;RUA CAMARGO E LEME;78    ;VILA SAO GERALDO;08460480;25571974;;25579181;Ativa;31;GUAIANASES;3103;35068743;35068743;161078111000000;22-fev-91;29.533;22-fev-91;14-mar-91;07-nov-92;JARDIM SAO GERALDO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MTN;MIVN;-23554525;-46396781;DIR;28-dez-17
CL;010421;EMEF;CYRO ALBUQUERQUE, DEP.;CAMPO LIMPO;CAMPO LIMPO;;RUA ROGERIO DE PAULA BRITO;100   ;JARDIM SAO JANUARIO;05781310;55120952;;55136942;Ativa;19;CAPAO REDONDO;1903;35068780;35068780;161072140000000;22-fev-91;29.533;22-fev-91;04-mar-91;07-nov-92;CONJ. RESIDENCIAL CRUZEIRO DO SUL;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MIVN;MIVN;-23650969;-46757719;DIR;28-dez-17
CL;010839;EMEI;VILA REMO;CAMPO LIMPO;M'BOI MIRIM;;RUA ITAPAROQUERA;S/N   ;VILA REMO;04931060;55146067;;58911819;Ativa;43;JARDIM ANGELA;4303;35076120;35076120;161072200000000;27-mai-91;29.772;27-mai-91;20-set-91;07-nov-92;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23678258;-46756379;DIR;28-dez-17
CL;010910;EMEI;RUBENS NASCIMENTO DA SILVA - MEXICANO;CAMPO LIMPO;CAMPO LIMPO;;TRAVESSA SETEMBRO DE 1983;198   ;PARQUE FERNANDA;05887510;58215467;58248896;;Ativa;19;CAPAO REDONDO;1906;35076119;35076119;161072154000000;11-jun-91;29.812;11-jun-91;26-ago-91;07-nov-92;PARQUE FERNANDA;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23673720;-46796498;DIR;28-dez-17
SM;011045;EMEI;EDER SADER;SAO MATEUS;SAPOPEMBA;;RUA SARGENTO HERMINIO AURELIO SAMPAIO;477   ;COHAB MARECHAL MASCARENHAS DE MORAIS;03977220;29191940;20153182;;Ativa;76;SAPOPEMBA;7605;35076156;35076156;161080191000000;02-ago-91;29.970;02-ago-91;17-ago-92;13-mar-01;CONJ. HABITACIONAL MASCARENHAS DE MORAES;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23617291;-46493786;DIR;28-dez-17
MP;011380;EMEI;ANTONIO ROBERTO ALVES BRAGA, DR.;SAO MIGUEL;SAO MIGUEL;;RUA DOS ESCOTEIROS;110   ;JARDIM DAS CAMELIAS;08050350;20517300;20523414;;Ativa;87;VILA JACUI;8706;35074640;35074640;161077142000000;31-ago-92;32.142;31-ago-92;01-set-92;13-mar-01;JARDIM DAS CAMELIAS;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23511324;-46459989;DIR;28-dez-17
IP;011533;EMEF;FRANCISCO DA SILVEIRA BUENO, PROF.;IPIRANGA;VILA PRUDENTE;;RUA IGARAPÉ FLORES;19    ;VILA SÃO NICOLAU;03254330;21431555;;21431555;Ativa;72;SAO LUCAS;7203;35076144;35076144;161068185000000;27-nov-91;30.642;27-nov-91;12-fev-92;10-abr-81;CONJ. HABITACIONAL SAO NICOLAU;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTG;MTG;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23613159;-46532526;DIR;28-dez-17
MP;011541;EMEI;YOLANDA BASSI, PROFA.;SAO MIGUEL;SAO MIGUEL;;RUA CARDEIRO;12    ;VILA SANTA INES;03812110;25460815;25470960;;Ativa;87;VILA JACUI;8702;35076168;35076168;161077153000000;04-dez-91;30.703;04-dez-91;22-mar-93;13-mar-01;VILA SANTA INES;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23493355;-46466421;DIR;28-dez-17
CL;011550;EMEI;PAULO ZINGG;CAMPO LIMPO;CAMPO LIMPO;;RUA DA SAFRA;360   ;COHAB INSTITUTO ADVENTISTA;05868040;58218054;;58215644;Ativa;19;CAPAO REDONDO;1905;35076193;35076193;161072151000000;04-dez-91;30.704;04-dez-91;31-mar-93;13-mar-01;CONJ. HABITACIONAL ADVENTISTA;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23669629;-46781085;DIR;28-dez-17
CS;011568;EMEI;JOSE ROSCHEL CHRISTI - JUCA ROCHA;CAPELA DO SOCORRO;PARELHEIROS;;RUA GENTIL SCHUNCK ROSCHEL;79    ;JARDIM NOVO PARELHEIROS;04890410;5921-9964;5926-1668;;Ativa;55;PARELHEIROS;5507;35076200;35076200;161075162000000;06-dez-91;30.716;06-dez-91;05-mar-92;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23830161;-46727026;DIR;28-dez-17
PE;011851;EMEF;ANALIA FRANCO BASTOS;PENHA;MOOCA;;AVENIDA ARISTON AZEVEDO;20    ;CATUMBI;03021020;26182100;26932197;;Ativa;08;BELEM;0803;35076132;35076132;161074161000000;05-fev-92;31.184;05-fev-92;06-fev-92;13-dez-95;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23527397;-46600161;DIR;28-dez-17
G;011886;EMEI;MARIO BENI, DEP.;GUAIANASES;CIDADE TIRADENTES;;RUA SARA KUBITSCHECK;258   ;COHAB CASTRO ALVES;08474000;22822136;22822361;;Ativa;25;CIDADE TIRADENTES;2503;35076173;35076173;161078169000000;11-fev-92;31.212;11-fev-92;08-set-92;15-dez-95;CENTRO COMUNITARIO CASTRO ALVES;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23582198;-46404871;DIR;28-dez-17
BT;011924;EMEF;MARIA ALICE BORGES GHION, PROFA.;BUTANTA;BUTANTA;;RUA CACHOEIRA PORAQUÊ;575   ;CONJUNTO PROMORAR RAPOSO TAVARES;05574450;37829756;;;Ativa;65;RAPOSO TAVARES;6501;35076181;35076181;161079129000000;17-fev-92;31.240;17-fev-92;20-fev-92;13-mar-01;COHAB RAPOSO TAVARES;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23586959;-46801039;DIR;28-dez-17
G;012157;EMEF;ELIAS SHAMMASS;GUAIANASES;CIDADE TIRADENTES;;RUA DO PAI NOSSO;7     ;CONJUNTO HABITACIONAL SITIO CONCEIÇÃO;08473020;25181164;;25181119;Ativa;25;CIDADE TIRADENTES;2502;35078773;35078773;161078159000000;24-mar-92;31.355;24-mar-92;16-mar-92;15-dez-95;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MIVN;-23578300;-46394071;DIR;28-dez-17
MP;012246;EMEI;FAUSTO RIBEIRO DA SILVA FILHO, DR.;SAO MIGUEL;ITAIM PAULISTA;;RUA ALEXANDRE DIAS NOGUEIRA;365   ;VILA NOVA CURUCA;08031240;20352297;25147473;;Ativa;84;VILA CURUCA;8402;35078761;35078761;161077184000000;09-abr-92;31.416;08-abr-92;08-abr-92;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23513386;-46421116;DIR;28-dez-17
CS;012688;EMEF;ULYSSES DA SYLVEIRA GUIMARAES;CAPELA DO SOCORRO;PARELHEIROS;;RUA CONDE DE LANCASTRE;209   ;JARDIM SANTA FE;04890290;59208892;;59219947;Ativa;55;PARELHEIROS;5507;35078797;35078797;161075173000000;01-jul-92;31.826;01-jul-92;26-ago-92;13-mar-01;JARDIM SANTA FE;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MTN;-23832701;-46709945;DIR;28-dez-17
SM;012874;EMEF;BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA;SAO MATEUS;SAPOPEMBA;;RUA ALFONSO FERRABOSCO;52    ;PARQUE DOS BANCÁRIOS;03923085;27211129;;;Ativa;76;SAPOPEMBA;7602;35078759;35078759;161080172000000;23-jul-92;31.930;23-jul-92;10-ago-92;13-mar-01;JARDIM DONA SINHA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23589161;-46512290;DIR;28-dez-17
CL;012939;EMEF;JOSE OLYMPIO PEREIRA FILHO;CAMPO LIMPO;CAMPO LIMPO;;TRAVESSA PASSAREIRA;200   ;COHAB INSTITUTO ADVENTISTA;05868120;58212627;58217556;;Ativa;19;CAPAO REDONDO;1905;35078785;35078785;161072160000000;05-ago-92;32.007;05-ago-92;31-ago-92;16-fev-96;CONJ. HABITACIONAL ADVENTISTA;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;MIVN;MIVN;-23671534;-46784171;DIR;28-dez-17
FO;013111;EMEI;CAIO GRACO DA SILVA PRADO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA PEDRO POMAR;74    ;JARDIM TEREZA;02870080;38512404;38512035;;Ativa;11;BRASILANDIA;1106;35074652;35074652;161070116000000;15-set-92;32.243;15-set-92;01-out-92;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MIV;-23460485;-46679495;DIR;28-dez-17
MP;013218;EMEI;SEVERINO DO RAMO;SAO MIGUEL;ITAIM PAULISTA;;RUA FRANCISCO MONTEIRO TAVARES;235   ;JARDIM ROBRU;08150190;;;;Ativa;84;VILA CURUCA;8406;35075395;35075395;161077199000000;23-out-92;32.468;22-out-92;20-out-92;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23519769;-46412062;DIR;28-dez-17
MP;013226;CEU EMEI;CARLOS OLIVALDO DE SOUZA LOPES MUNIZ, DR.;SAO MIGUEL;SAO MIGUEL;PARQUE SAO CARLOS;RUA CLAREAR;141   ;JARDIM SÃO CARLOS (ZONA LESTE);08062590;20454212;20454211;20454231;Ativa;87;VILA JACUI;8705;35074664;35074664;161077500000300;30-out-92;32.533;30-out-92;01-abr-91;13-mar-01;JARDIM SAO CARLOS;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23509742;-46473642;DIR;28-dez-17
FO;013315;EMEI;MARIA LUCIA PETIT DA SILVA, PROFA.;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA SOLAR;303   ;JARDIM ANTÁRTICA;02652160;22585306;22582221;;Ativa;13;CACHOEIRINHA;1302;35074676;35074676;161070152000000;27-nov-92;32.693;27-nov-92;10-dez-92;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23454975;-46656488;DIR;28-dez-17
JT;013358;EMEI;JANIO QUADROS, PRES.;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA CANTO DO ENGENHO;240   ;PARQUE CASA DE PEDRA;02322210;22035677;;;Ativa;81;TREMEMBE;8105;35074688;35074688;161069120000000;24-dez-92;32.893;24-dez-92;08-mar-93;13-mar-01;JARDIM JOAMAR;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23448208;-46596686;DIR;28-dez-17
SM;013447;EMEI;HENRIQUE RICCHETTI, PROF.;SAO MATEUS;SAO MATEUS;;RUA NEBULOSAS;156   ;JARDIM SANTA BÁBARA;08330430;20196812;;;Ativa;73;SAO MATEUS;7304;35074697;35074697;161080130000000;08-fev-93;32.988;08-fev-93;01-abr-93;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23612132;-46464317;DIR;28-dez-17
JT;013471;EMEI;MARINA NOGUEIRA DE SOUZA MARTINS;JACANA/TREMEMBE;SANTANA/TUCURUVI;;AVENIDA DIREITOS HUMANOS;2767  ;MANDAQUI;02475002;22312649;22312214;22032214;Ativa;51;MANDAQUI;5104;35074706;35074706;161069141000000;04-mar-93;33.014;04-mar-93;01-mar-93;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23471978;-46635025;DIR;28-dez-17
G;013498;EMEI;JOSE ROBERTO DE CASTRO RIBEIRO, PROF.;GUAIANASES;CIDADE TIRADENTES;;RUA ENGENHEIRO CARLO GRAZIA;120   ;CIDADE TIRADENTES;08475410;22820199;;29649395;Ativa;25;CIDADE TIRADENTES;2506;35074718;35074718;161078158000000;08-mar-93;33.016;08-mar-93;22-mar-93;15-dez-95;CONJ. HABITACIONAL SANTA ETELVINA - VII A;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23594653;-46398337;DIR;28-dez-17
G;013501;EMEI;DULCE SALLES FERRAZ, PROFA.;GUAIANASES;CIDADE TIRADENTES;;RUA OLIVEIRA ROMA;16    ;CIDADE TIRADENTES;08475330;29648128;;22824147;Ativa;25;CIDADE TIRADENTES;2506;35074724;35074724;161078143000000;08-mar-93;33.016;08-mar-93;22-mar-93;15-dez-95;CONJ. HABITACIONAL SANTA ETELVINA - VII B;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23590272;-46401410;DIR;28-dez-17
G;013510;EMEF;OLINDA MENEZES SERRA VIDAL, PROFA.;GUAIANASES;CIDADE TIRADENTES;;RUA VARZEA NOVA;40    ;CIDADE TIRADENTES;08475420;22826500;29648537;;Ativa;25;CIDADE TIRADENTES;2506;35074731;35074731;161078170000000;08-mar-93;33.016;08-mar-93;05-abr-93;15-dez-95;CONJ. HABITACIONAL SANTA ETELVINA - VII A;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MIV;-23593930;-46400089;DIR;28-dez-17
G;013528;EMEF;ANNA LAMBERGA ZEGLIO, VER.;GUAIANASES;CIDADE TIRADENTES;;RUA OLIMPIA MONTANI;231   ;SANTA ETELVINA II B;08475320;25160364;29649068;22821555;Ativa;25;CIDADE TIRADENTES;2506;35074743;35074743;161078138000000;08-mar-93;33.016;08-mar-93;05-abr-93;13-mar-01;CONJ. HABITACIONAL SANTA ETELVINA - VII B;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23590821;-46401382;DIR;28-dez-17
MP;013692;EMEI;DORACIL DINA BENICIO, PROFA.;SAO MIGUEL;ITAIM PAULISTA;;RUA BIG BOYS;365   ;JARDIM BARTIRA;08152100;25676570;25618038;;Ativa;84;VILA CURUCA;8407;35074755;35074755;161077181000000;23-mar-93;33.074;23-mar-93;05-abr-93;13-mar-01;CONJ. HABITACIONAL NAZARE;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23513193;-46402826;DIR;28-dez-17
SM;013803;EMEF;JULIO DE GRAMMONT;SAO MATEUS;SAO MATEUS;;TRAVESSA MEIRI;73    ;JARDIM RODOLFO PIRANI;08311560;27513175;;;Ativa;75;SAO RAFAEL;7504;35074767;35074767;161080153000000;27-abr-93;33.156;27-abr-93;01-jun-93;08-mar-96;RODOLFO PIRANI;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;-23631709;-46457293;DIR;28-dez-17
SA;014117;EMEI;AYRTON SENNA DA SILVA;SANTO AMARO;CIDADE ADEMAR;;RUA SEBASTIAO AFONSO;271   ;JARDIM MIRIAM;04417100;56215931;56252444;56215931;Ativa;22;CIDADE ADEMAR;2206;35075553;35075553;161073126000000;14-set-93;33.656;14-set-93;14-set-93;13-mar-01;JARDIM MIRIAM;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23678935;-46635596;DIR;28-dez-17
SA;014125;EMEI;VIRGILIO TAVORA;SANTO AMARO;CIDADE ADEMAR;;RUA JOSÉ MAURO DE MENDONÇA;93    ;PARQUE DOROTEIA;04475492;56731112;;56730461;Ativa;58;PEDREIRA;5803;35075589;35075589;161073148000000;23-set-93;33.682;23-set-93;28-set-93;13-mar-01;JARDIM SANTA LUCIA DO GUACURI;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23697492;-46635327;DIR;28-dez-17
CL;014176;EMEI;SALOMAO JORGE, DEP.;CAMPO LIMPO;M'BOI MIRIM;;RUA BACABINHA;200   ;JARDIM SAO JOAQUIM;04917030;55150145;58946723;;Ativa;46;JARDIM SAO LUIS;4605;35075565;35075565;161072225000000;29-set-93;33.690;29-set-93;18-out-93;13-mar-01;JARDIM SAO JOAQUIM;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23686775;-46749345;DIR;28-dez-17
PJ;014249;EMEF;ERNESTO DE MORAES LEME, PROF.;PIRITUBA;PIRITUBA;;RUA VALE DAS FLORES;120   ;JARDIM SANTA LUCRECIA;05185400;39415020;;;Ativa;42;JARAGUA;4203;35062807;35062807;161071117000000;22-out-93;33.753;22-out-93;03-jan-94;13-mar-01;CIDADE D'ABRIL;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23444016;-46746385;DIR;28-dez-17
FO;014567;EMEI;TITO LIVIO FERREIRA, PROF.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA JERONIMO SOUTO MAIOR;300   ;VILA NINA;02834090;39212336;39216630;;Ativa;11;BRASILANDIA;1109;35075577;35075577;161070126000000;24-fev-94;33.987;24-fev-94;17-mar-94;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23472939;-46692970;DIR;28-dez-17
IP;014575;EMEI;CIDADE DO SOL;IPIRANGA;IPIRANGA;;RUA ARTISTAS DE HELIÓPOLIS;35    ;CIDADE NOVA HELIÓPOLIS;04236100;22154246;20699500;22154246;Ativa;68;SACOMA;6801;35062777;35062777;161068124000000;24-fev-94;33.989;24-fev-94;21-mar-94;13-mar-01;CONJ. HABITACIONAL HELIOPOLIS;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23614201;-46593605;DIR;28-dez-17
MP;014583;EMEF;FLAVIO AUGUSTO ROSA, PROF.;SAO MIGUEL;SAO MIGUEL;;RUA GRUTA DAS PRINCESAS;165   ;VILA ITAIM;08190460;25811786;25811398;25811398;Ativa;44;JARDIM HELENA;4405;35062790;35062790;161077107000000;24-fev-94;33.990;24-fev-94;07-abr-94;13-mar-01;VILA ITAIM;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTG;MTG;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23482913;-46394483;DIR;28-dez-17
BT;014591;EMEI;BENEDICTO CASTRUCCI, PROF.;BUTANTA;BUTANTA;;RUA CACHOEIRA PORAQUE;S/N   ;CONJUNTO PROMORAR RAPOSO TAVARES;05574450;37820084;37814833;;Ativa;65;RAPOSO TAVARES;6501;35200074;35200074;161079112000000;02-mar-94;34.005;02-mar-94;13-abr-94;13-mar-01;CONJ. HABITACIONAL RAPOSO TAVARES;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23586339;-46800967;DIR;28-dez-17
G;014672;EMEI;EDUARDO KNEESE DE MELLO, PROF.;GUAIANASES;CIDADE TIRADENTES;;RUA NASCER DO SOL;1605  ;COHAB SANTA ETELVINA II;08485020;25160384;29649383;22821490;Ativa;25;CIDADE TIRADENTES;2504;35200529;35200529;161078146000000;14-mar-94;34.032;14-mar-94;09-mai-94;13-mar-01;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q31;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23593969;-46414391;DIR;28-dez-17
G;014681;EMEI;ELISIARIO RODRIGUES DE SOUSA, PROF.;GUAIANASES;CIDADE TIRADENTES;;RUA EDSON DANILLO DOTTO;520   ;COHAB SANTA ETELVINA II;08485280;29648646;;25160391;Ativa;25;CIDADE TIRADENTES;2504;35200530;35200530;161078152000000;14-mar-94;34.030;14-mar-94;17-mai-96;13-mar-01;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23591914;-46412347;DIR;28-dez-17
G;014699;EMEF;ANTONIO DAVILA, PROF.;GUAIANASES;CIDADE TIRADENTES;;RUA IGARAPÉ ÁGUA AZUL;1259  ;CONJUNTO HABITACIONAL SANTA ETELVINA II;08485310;22821569;;25160371;Ativa;25;CIDADE TIRADENTES;2504;35062789;35062789;161078141000000;14-mar-94;34.031;14-mar-94;05-abr-94;08-mar-96;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q44;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTG;MTG;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23593882;-46407912;DIR;28-dez-17
PJ;014893;EMEI;MARIA DAILCE MONTEIRO DA SILVA GOMES, PROFA.;PIRITUBA;PIRITUBA;;RUA MARTINO AROSIO;147   ;VILA AURORA;05186150;39410853;39415366;39410853;Ativa;42;JARAGUA;4203;35200013;35200013;161071116000000;14-abr-94;34/100;14-abr-94;06-fev-95;13-mar-01;VILA AURORA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23434268;-46752071;DIR;28-dez-17
G;015024;EMEF;CAIO SERGIO POMPEU DE TOLEDO, DEP.;GUAIANASES;CIDADE TIRADENTES;;AVENIDA NASCER DO SOL;1360  ;COHAB SANTA ETELVINA II A;08485020;29649380;22821513;22821513;Ativa;25;CIDADE TIRADENTES;2504;35200062;35200062;161078150000000;03-jun-94;34.206;03-jun-94;07-mar-95;08-mar-96;CONJ. HABITACIONAL SANTA ETELVINA II - Q 04;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MTN;MIVN;-23592548;-46416590;DIR;28-dez-17
PE;015121;EMEF;JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.;PENHA;PENHA;;RUA ALEXANDER BAIN;89    ;JARDIM NORDESTE;03690060;22805151;20483469;;Ativa;05;ARTUR ALVIM;0505;35200025;35200025;161074114000000;06-jul-94;34.317;06-jul-94;06-fev-95;22-dez-95;;2D;2D;2D;2D;2D;2D;3D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MT;MIV;MT;MT;MIV;MIVN;-23528199;-46479490;DIR;28-dez-17
IQ;015130;EMEF;JULIO CESAR DE MELO E SOUSA-MALBA TAHAN, PROF;ITAQUERA;ITAQUERA;;RUA SEBASTIAO MEDEIROS DA SILVA;89    ;ITAQUERA;08210661;22055110;20796166;2205-5110;Ativa;37;ITAQUERA;3703;35200049;35200049;161076133000000;06-jul-94;34.318;06-jul-94;06-fev-95;08-mar-96;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;MT;MTN;-23531652;-46442999;DIR;28-dez-17
